RespNum,Task,Concept,Brands,Container Size,Price,Pulp,From Concentrate,Added Vitamins,Gender,Age,OperatingSystem,Answer
9,11,1,Tropicana ,58 fl oz Carton,$5.59 ,Medium pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Android,0
9,11,2,Local Store Brand,128floz Bottle ,$4.89 ,Some pulp,No,Calcium,Female,45 - 54,Android,0
9,11,3,Minute Made,128floz Bottle ,$5.59 ,Medium pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Android,0
9,11,4,None,None,None,None,None,None,Female,45 - 54,Android,1
9,12,1,Minute Made,128floz Bottle ,$6.00 ,No pulp,No,Plant Sterols ,Female,45 - 54,Android,0
9,12,2,Minute Made,58 fl oz Carton,$4.89 ,Lots of pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Android,0
9,12,3,Simply Orange,58 fl oz Carton,$4.89 ,Lots of pulp,No,Vitamins D and Calcium ,Female,45 - 54,Android,0
9,12,4,None,None,None,None,None,None,Female,45 - 54,Android,1
9,13,1,Minute Made,58 fl oz Carton,$4.89 ,Some pulp,Yes,Calcium,Female,45 - 54,Android,0
9,13,2,Local Store Brand,128floz Bottle ,$6.00 ,Medium pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,Android,0
9,13,3,Local Store Brand,58 fl oz Carton,$5.59 ,No pulp,No,Vitamins D and Calcium ,Female,45 - 54,Android,0
9,13,4,None,None,None,None,None,None,Female,45 - 54,Android,1
11,1,1,Tropicana ,128floz Bottle ,$5.59 ,Lots of pulp,No,Calcium,Female,45 - 54,iPhone,0
11,1,2,Minute Made,58 fl oz Carton,$3.89 ,Medium pulp,Yes,Calcium,Female,45 - 54,iPhone,1
11,1,3,Simply Orange,58 fl oz Carton,$3.89 ,Some pulp,No,Vitamins D,Female,45 - 54,iPhone,0
11,1,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
11,2,1,Tropicana ,128floz Bottle ,$5.59 ,Some pulp,No,Plant Sterols ,Female,45 - 54,iPhone,1
11,2,2,Local Store Brand,58 fl oz Carton,$3.89 ,Lots of pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,iPhone,0
11,2,3,Local Store Brand,128floz Bottle ,$4.89 ,Medium pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,iPhone,0
11,2,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
11,3,1,Tropicana ,58 fl oz Carton,$3.89 ,Some pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,iPhone,0
11,3,2,Simply Orange,128floz Bottle ,$4.59 ,No pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,iPhone,0
11,3,3,Minute Made,128floz Bottle ,$6.00 ,Some pulp,No,Vitamins D,Female,45 - 54,iPhone,1
11,3,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
11,4,1,Simply Orange,58 fl oz Carton,$4.59 ,Some pulp,Yes,Calcium,Female,45 - 54,iPhone,0
11,4,2,Minute Made,58 fl oz Carton,$3.89 ,No pulp,No,Plant Sterols ,Female,45 - 54,iPhone,1
11,4,3,Tropicana ,128floz Bottle ,$6.00 ,Lots of pulp,Yes,Vitamins D,Female,45 - 54,iPhone,0
11,4,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
11,5,1,Simply Orange,128floz Bottle ,$5.59 ,Medium pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,iPhone,0
11,5,2,Minute Made,58 fl oz Carton,$5.59 ,No pulp,Yes,Calcium,Female,45 - 54,iPhone,1
11,5,3,Minute Made,58 fl oz Carton,$4.59 ,Medium pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,iPhone,0
11,5,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
11,6,1,Minute Made,128floz Bottle ,$4.59 ,Lots of pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,iPhone,1
11,6,2,Local Store Brand,128floz Bottle ,$4.59 ,No pulp,Yes,Calcium,Female,45 - 54,iPhone,0
11,6,3,Local Store Brand,58 fl oz Carton,$5.59 ,Lots of pulp,No,Plant Sterols ,Female,45 - 54,iPhone,0
11,6,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
11,7,1,Local Store Brand,58 fl oz Carton,$3.89 ,Some pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,iPhone,0
11,7,2,Tropicana ,58 fl oz Carton,$4.89 ,Medium pulp,No,Calcium,Female,45 - 54,iPhone,0
11,7,3,Minute Made,128floz Bottle ,$4.59 ,Some pulp,No,Vitamins D and Calcium ,Female,45 - 54,iPhone,1
11,7,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
11,8,1,Tropicana ,58 fl oz Carton,$4.59 ,Medium pulp,Yes,Plant Sterols ,Female,45 - 54,iPhone,0
11,8,2,Simply Orange,128floz Bottle ,$6.00 ,Lots of pulp,Yes,Plant Sterols ,Female,45 - 54,iPhone,1
11,8,3,Local Store Brand,128floz Bottle ,$6.00 ,Some pulp,No,Calcium,Female,45 - 54,iPhone,0
11,8,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
11,9,1,Simply Orange,128floz Bottle ,$6.00 ,Medium pulp,Yes,Plant Sterols ,Female,45 - 54,iPhone,1
11,9,2,Local Store Brand,58 fl oz Carton,$4.59 ,Lots of pulp,No,Vitamins D and Calcium ,Female,45 - 54,iPhone,0
11,9,3,Tropicana ,128floz Bottle ,$4.89 ,No pulp,No,Vitamins D and Calcium ,Female,45 - 54,iPhone,0
11,9,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
11,10,1,Minute Made,128floz Bottle ,$4.89 ,Some pulp,Yes,Plant Sterols ,Female,45 - 54,iPhone,1
11,10,2,Tropicana ,58 fl oz Carton,$3.89 ,No pulp,Yes,Vitamins D,Female,45 - 54,iPhone,0
11,10,3,Tropicana ,128floz Bottle ,$6.00 ,Medium pulp,No,Vitamins D and Calcium ,Female,45 - 54,iPhone,0
11,10,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
11,11,1,Tropicana ,58 fl oz Carton,$5.59 ,Some pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,iPhone,0
11,11,2,Simply Orange,58 fl oz Carton,$4.89 ,No pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,iPhone,1
11,11,3,Local Store Brand,128floz Bottle ,$6.00 ,No pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,iPhone,0
11,11,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
11,12,1,Simply Orange,58 fl oz Carton,$5.59 ,Lots of pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,iPhone,1
11,12,2,Local Store Brand,128floz Bottle ,$5.59 ,No pulp,Yes,Vitamins D,Female,45 - 54,iPhone,0
11,12,3,Local Store Brand,58 fl oz Carton,$4.89 ,Medium pulp,No,Vitamins D,Female,45 - 54,iPhone,0
11,12,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
11,13,1,Minute Made,128floz Bottle ,$5.59 ,Medium pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,iPhone,1
11,13,2,Simply Orange,128floz Bottle ,$4.89 ,Lots of pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,iPhone,0
11,13,3,Minute Made,58 fl oz Carton,$4.89 ,Lots of pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,iPhone,0
11,13,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
12,1,1,Local Store Brand,128floz Bottle ,$6.00 ,Medium pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Android,0
12,1,2,Simply Orange,58 fl oz Carton,$3.89 ,No pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Android,0
12,1,3,Minute Made,58 fl oz Carton,$5.59 ,Some pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,Android,0
12,1,4,None,None,None,None,None,None,Female,45 - 54,Android,1
12,2,1,Tropicana ,128floz Bottle ,$4.59 ,Some pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,Android,0
12,2,2,Tropicana ,128floz Bottle ,$4.59 ,Some pulp,No,Plant Sterols ,Female,45 - 54,Android,0
12,2,3,Local Store Brand,58 fl oz Carton,$3.89 ,Lots of pulp,No,Plant Sterols ,Female,45 - 54,Android,0
12,2,4,None,None,None,None,None,None,Female,45 - 54,Android,1
12,3,1,Simply Orange,128floz Bottle ,$4.89 ,Some pulp,Yes,Calcium,Female,45 - 54,Android,0
12,3,2,Minute Made,128floz Bottle ,$6.00 ,Lots of pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Android,0
12,3,3,Minute Made,58 fl oz Carton,$3.89 ,No pulp,Yes,Vitamins D,Female,45 - 54,Android,1
12,3,4,None,None,None,None,None,None,Female,45 - 54,Android,0
12,4,1,Simply Orange,58 fl oz Carton,$5.59 ,Medium pulp,No,Plant Sterols ,Female,45 - 54,Android,0
12,4,2,Tropicana ,58 fl oz Carton,$4.89 ,Some pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Android,0
12,4,3,Local Store Brand,128floz Bottle ,$6.00 ,No pulp,Yes,Calcium,Female,45 - 54,Android,1
12,4,4,None,None,None,None,None,None,Female,45 - 54,Android,0
12,5,1,Minute Made,128floz Bottle ,$4.89 ,No pulp,No,Vitamins D,Female,45 - 54,Android,1
12,5,2,Tropicana ,128floz Bottle ,$5.59 ,No pulp,No,Calcium,Female,45 - 54,Android,0
12,5,3,Local Store Brand,58 fl oz Carton,$3.89 ,Some pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Android,0
12,5,4,None,None,None,None,None,None,Female,45 - 54,Android,0
12,6,1,Tropicana ,128floz Bottle ,$6.00 ,Lots of pulp,Yes,Vitamins D,Female,45 - 54,Android,0
12,6,2,Minute Made,58 fl oz Carton,$4.89 ,Medium pulp,No,Calcium,Female,45 - 54,Android,0
12,6,3,Tropicana ,58 fl oz Carton,$4.59 ,No pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Android,0
12,6,4,None,None,None,None,None,None,Female,45 - 54,Android,1
12,7,1,Minute Made,58 fl oz Carton,$4.59 ,Lots of pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Android,0
12,7,2,Local Store Brand,128floz Bottle ,$4.59 ,Medium pulp,No,Vitamins D and Calcium ,Female,45 - 54,Android,0
12,7,3,Tropicana ,58 fl oz Carton,$5.59 ,No pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Android,0
12,7,4,None,None,None,None,None,None,Female,45 - 54,Android,1
12,8,1,Simply Orange,58 fl oz Carton,$4.89 ,Lots of pulp,No,Vitamins D and Calcium ,Female,45 - 54,Android,0
12,8,2,Tropicana ,58 fl oz Carton,$3.89 ,Lots of pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,Android,0
12,8,3,Tropicana ,128floz Bottle ,$4.89 ,Medium pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Android,0
12,8,4,None,None,None,None,None,None,Female,45 - 54,Android,1
12,9,1,Minute Made,128floz Bottle ,$6.00 ,Some pulp,No,Plant Sterols ,Female,45 - 54,Android,0
12,9,2,Local Store Brand,58 fl oz Carton,$4.89 ,Medium pulp,Yes,Vitamins D,Female,45 - 54,Android,0
12,9,3,Simply Orange,58 fl oz Carton,$4.59 ,Lots of pulp,Yes,Calcium,Female,45 - 54,Android,0
12,9,4,None,None,None,None,None,None,Female,45 - 54,Android,1
12,10,1,Minute Made,128floz Bottle ,$5.59 ,Medium pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Android,0
12,10,2,Local Store Brand,128floz Bottle ,$4.89 ,Lots of pulp,Yes,Plant Sterols ,Female,45 - 54,Android,0
12,10,3,Simply Orange,58 fl oz Carton,$4.59 ,Some pulp,No,Vitamins D,Female,45 - 54,Android,0
12,10,4,None,None,None,None,None,None,Female,45 - 54,Android,1
12,11,1,Minute Made,128floz Bottle ,$4.59 ,No pulp,Yes,Plant Sterols ,Female,45 - 54,Android,0
12,11,2,Simply Orange,58 fl oz Carton,$3.89 ,Medium pulp,Yes,Plant Sterols ,Female,45 - 54,Android,0
12,11,3,Local Store Brand,128floz Bottle ,$6.00 ,No pulp,No,Vitamins D and Calcium ,Female,45 - 54,Android,1
12,11,4,None,None,None,None,None,None,Female,45 - 54,Android,0
12,12,1,Simply Orange,128floz Bottle ,$4.59 ,Medium pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Android,0
12,12,2,Simply Orange,128floz Bottle ,$6.00 ,Some pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Android,0
12,12,3,Tropicana ,58 fl oz Carton,$3.89 ,Medium pulp,No,Calcium,Female,45 - 54,Android,0
12,12,4,None,None,None,None,None,None,Female,45 - 54,Android,1
12,13,1,Simply Orange,128floz Bottle ,$5.59 ,Lots of pulp,Yes,Vitamins D,Female,45 - 54,Android,0
12,13,2,Local Store Brand,58 fl oz Carton,$5.59 ,Some pulp,No,Vitamins D,Female,45 - 54,Android,0
12,13,3,Local Store Brand,128floz Bottle ,$5.59 ,Lots of pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Android,0
12,13,4,None,None,None,None,None,None,Female,45 - 54,Android,1
13,1,1,Simply Orange,128floz Bottle ,$6.00 ,Medium pulp,Yes,Calcium,Female,45 - 54,Desktop,0
13,1,2,Tropicana ,58 fl oz Carton,$3.89 ,No pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Desktop,1
13,1,3,Local Store Brand,128floz Bottle ,$4.59 ,Lots of pulp,Yes,Vitamins D,Female,45 - 54,Desktop,0
13,1,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
13,2,1,Minute Made,128floz Bottle ,$4.59 ,Some pulp,No,Vitamins D and Calcium ,Female,45 - 54,Desktop,1
13,2,2,Minute Made,128floz Bottle ,$5.59 ,No pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,Desktop,0
13,2,3,Tropicana ,58 fl oz Carton,$4.59 ,Medium pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Desktop,0
13,2,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
13,3,1,Simply Orange,128floz Bottle ,$6.00 ,Lots of pulp,No,Vitamins D and Calcium ,Female,45 - 54,Desktop,0
13,3,2,Minute Made,58 fl oz Carton,$4.59 ,Lots of pulp,Yes,Plant Sterols ,Female,45 - 54,Desktop,0
13,3,3,Minute Made,58 fl oz Carton,$5.59 ,Some pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Desktop,1
13,3,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
13,4,1,Tropicana ,58 fl oz Carton,$3.89 ,Medium pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,Desktop,1
13,4,2,Local Store Brand,128floz Bottle ,$5.59 ,Lots of pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Desktop,0
13,4,3,Simply Orange,128floz Bottle ,$4.89 ,Some pulp,Yes,Plant Sterols ,Female,45 - 54,Desktop,0
13,4,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
13,5,1,Tropicana ,128floz Bottle ,$4.89 ,Lots of pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Desktop,0
13,5,2,Simply Orange,128floz Bottle ,$6.00 ,Some pulp,No,Vitamins D,Female,45 - 54,Desktop,1
13,5,3,Simply Orange,58 fl oz Carton,$4.89 ,Lots of pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Desktop,0
13,5,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
13,6,1,Tropicana ,128floz Bottle ,$5.59 ,No pulp,Yes,Plant Sterols ,Female,45 - 54,Desktop,1
13,6,2,Local Store Brand,58 fl oz Carton,$5.59 ,Medium pulp,No,Plant Sterols ,Female,45 - 54,Desktop,0
13,6,3,Tropicana ,58 fl oz Carton,$3.89 ,Lots of pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,Desktop,0
13,6,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
13,7,1,Local Store Brand,128floz Bottle ,$6.00 ,Medium pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Desktop,0
13,7,2,Minute Made,58 fl oz Carton,$3.89 ,Lots of pulp,Yes,Calcium,Female,45 - 54,Desktop,0
13,7,3,Tropicana ,128floz Bottle ,$4.89 ,Some pulp,Yes,Vitamins D,Female,45 - 54,Desktop,1
13,7,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
13,8,1,Tropicana ,128floz Bottle ,$6.00 ,Some pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Desktop,0
13,8,2,Local Store Brand,58 fl oz Carton,$5.59 ,Some pulp,Yes,Calcium,Female,45 - 54,Desktop,1
13,8,3,Simply Orange,58 fl oz Carton,$5.59 ,Lots of pulp,No,Calcium,Female,45 - 54,Desktop,0
13,8,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
13,9,1,Minute Made,128floz Bottle ,$6.00 ,Medium pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Desktop,0
13,9,2,Simply Orange,58 fl oz Carton,$4.59 ,No pulp,No,Vitamins D,Female,45 - 54,Desktop,1
13,9,3,Minute Made,58 fl oz Carton,$4.89 ,No pulp,No,Vitamins D and Calcium ,Female,45 - 54,Desktop,0
13,9,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
13,10,1,Tropicana ,58 fl oz Carton,$4.59 ,Some pulp,No,Plant Sterols ,Female,45 - 54,Desktop,0
13,10,2,Minute Made,58 fl oz Carton,$3.89 ,No pulp,No,Vitamins D,Female,45 - 54,Desktop,1
13,10,3,Local Store Brand,128floz Bottle ,$6.00 ,No pulp,Yes,Plant Sterols ,Female,45 - 54,Desktop,0
13,10,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
13,11,1,Tropicana ,128floz Bottle ,$5.59 ,Medium pulp,No,Vitamins D,Female,45 - 54,Desktop,0
13,11,2,Local Store Brand,58 fl oz Carton,$4.89 ,No pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Desktop,1
13,11,3,Simply Orange,58 fl oz Carton,$3.89 ,Some pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Desktop,0
13,11,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
13,12,1,Simply Orange,58 fl oz Carton,$3.89 ,Medium pulp,No,Plant Sterols ,Female,45 - 54,Desktop,0
13,12,2,Local Store Brand,128floz Bottle ,$4.59 ,No pulp,Yes,Calcium,Female,45 - 54,Desktop,1
13,12,3,Local Store Brand,58 fl oz Carton,$3.89 ,Some pulp,No,Calcium,Female,45 - 54,Desktop,0
13,12,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
13,13,1,Local Store Brand,58 fl oz Carton,$4.89 ,Medium pulp,Yes,Vitamins D,Female,45 - 54,Desktop,0
13,13,2,Simply Orange,128floz Bottle ,$4.59 ,No pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Desktop,1
13,13,3,Minute Made,128floz Bottle ,$4.89 ,Medium pulp,No,Calcium,Female,45 - 54,Desktop,0
13,13,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
17,1,1,Simply Orange,128floz Bottle ,$4.89 ,No pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54 ,Android,
17,1,2,Local Store Brand,128floz Bottle ,$5.59 ,Medium pulp,Yes,Calcium,Female,45 - 54 ,Android,
17,1,3,Minute Made,58 fl oz Carton,$5.59 ,Some pulp,No,Vitamins D and Calcium ,Female,45 - 54 ,Android,0
17,1,4,None,None,None,None,None,None,Female,45 - 54 ,Android,0
17,2,1,Minute Made,58 fl oz Carton,$4.89 ,Some pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54 ,Android,1
17,2,2,Tropicana ,128floz Bottle ,$6.00 ,No pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54 ,Android,0
17,2,3,Simply Orange,58 fl oz Carton,$3.89 ,Lots of pulp,Yes,Plant Sterols ,Female,45 - 54 ,Android,0
17,2,4,None,None,None,None,None,None,Female,45 - 54 ,Android,0
17,3,1,Tropicana ,128floz Bottle ,$4.89 ,Some pulp,Yes,Vitamins D,Female,45 - 54 ,Android,0
17,3,2,Minute Made,128floz Bottle ,$4.89 ,Lots of pulp,No,Calcium,Female,45 - 54 ,Android,0
17,3,3,Minute Made,58 fl oz Carton,$3.89 ,No pulp,Yes,Vitamins D,Female,45 - 54 ,Android,1
17,3,4,None,None,None,None,None,None,Female,45 - 54 ,Android,0
17,4,1,Simply Orange,58 fl oz Carton,$4.59 ,No pulp,Yes,Calcium,Female,45 - 54 ,Android,1
17,4,2,Local Store Brand,128floz Bottle ,$4.89 ,Medium pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54 ,Android,0
17,4,3,Minute Made,128floz Bottle ,$6.00 ,Medium pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54 ,Android,0
17,4,4,None,None,None,None,None,None,Female,45 - 54 ,Android,0
17,5,1,Simply Orange,128floz Bottle ,$4.59 ,Medium pulp,No,Vitamins D,Female,45 - 54 ,Android,0
17,5,2,Local Store Brand,58 fl oz Carton,$3.89 ,Some pulp,No,Calcium,Female,45 - 54 ,Android,1
17,5,3,Tropicana ,58 fl oz Carton,$5.59 ,Lots of pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54 ,Android,0
17,5,4,None,None,None,None,None,None,Female,45 - 54 ,Android,0
17,6,1,Minute Made,128floz Bottle ,$5.59 ,No pulp,Yes,Plant Sterols ,Female,45 - 54 ,Android,0
17,6,2,Simply Orange,58 fl oz Carton,$3.89 ,Some pulp,No,Plant Sterols ,Female,45 - 54 ,Android,0
17,6,3,Simply Orange,128floz Bottle ,$6.00 ,Medium pulp,No,Vitamins D,Female,45 - 54 ,Android,1
17,6,4,None,None,None,None,None,None,Female,45 - 54 ,Android,0
17,7,1,Simply Orange,58 fl oz Carton,$5.59 ,No pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54 ,Android,0
17,7,2,Tropicana ,58 fl oz Carton,$3.89 ,Medium pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54 ,Android,1
